VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2014,2014,54.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2015,2015,53.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2016,2016,56.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2017,2017,55.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2005,2005,9,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2007,2007,9.3,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2008,2008,9,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2009,2009,8.9,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2010,2010,8.8,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2011,2011,9.4,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2012,2012,8.9,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2013,2013,8.6,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2014,2014,8.8,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2015,2015,8.4,B; D,Break; Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2016,2016,8.9,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2017,2017,8.8,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2005,2005,49.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2006,2006,52,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2007,2007,50.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2008,2008,58.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2009,2009,60.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2010,2010,59,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2011,2011,59.8,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2012,2012,61.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2013,2013,60.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2014,2014,60.8,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2015,2015,59.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2016,2016,63.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2017,2017,63.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2018,2018,64.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2005,2005,78.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2006,2006,78.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2007,2007,80.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2008,2008,79.9,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2009,2009,81.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2010,2010,80.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2011,2011,80.4,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2012,2012,81.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2013,2013,82.4,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2014,2014,81.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2015,2015,80.8,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2016,2016,77.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2017,2017,78.3,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2005,2005,15.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2006,2006,15.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2007,2007,14.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2008,2008,14.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2009,2009,15.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2010,2010,13.7,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2011,2011,17.3,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2012,2012,14.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2013,2013,16.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2014,2014,14.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2015,2015,14.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2016,2016,14.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2017,2017,15.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2007,2007,4.1,D,Difference in methodology
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2011,2011,4,D,Difference in methodology
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2014,2014,4.2,D,Difference in methodology
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2017,2017,3.6,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2005,2005,72.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2006,2006,73.4,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2007,2007,75.2,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2008,2008,73.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2009,2009,75,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2010,2010,76.1,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2011,2011,76.6,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2012,2012,77.5,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2013,2013,77.2,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2014,2014,76,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2015,2015,74.5,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2016,2016,72.4,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2017,2017,74.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2005,2005,20.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2006,2006,20,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2007,2007,20.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2008,2008,19.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2009,2009,20.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2010,2010,20.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2011,2011,17.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2012,2012,17.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2013,2013,19.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2014,2014,19.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2015,2015,20.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2016,2016,20.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2017,2017,19.2,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2007,2007,4.1,D,Difference in methodology
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2011,2011,4,D,Difference in methodology
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2014,2014,4.4,D,Difference in methodology
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2017,2017,3.7,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2005,2005,17.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2006,2006,16.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2007,2007,16.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2008,2008,16.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2009,2009,17.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2010,2010,17.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2011,2011,19.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2012,2012,15.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2013,2013,16,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2014,2014,15.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2015,2015,15.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2016,2016,15.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2017,2017,15.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2007,2007,4.2,D,Difference in methodology
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2011,2011,4,D,Difference in methodology
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2014,2014,4.6,D,Difference in methodology
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2017,2017,3.9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2005,2005,32.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2006,2006,31.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2007,2007,31.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2008,2008,25.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2009,2009,26.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2010,2010,28.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2011,2011,28,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2012,2012,26.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2013,2013,28,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2014,2014,27.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2015,2015,27.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2016,2016,27.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2017,2017,27.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2018,2018,27.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2006,2006,59.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2009,2009,67.3,B; D,Break; Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2013,2013,68.3,B; D,Break; Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2015,2015,62.3,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2017,2017,64.1,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2005,2005,18,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2006,2006,16.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2007,2007,16.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2008,2008,15.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2009,2009,15.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2010,2010,14.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2011,2011,16.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2012,2012,17.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2013,2013,18,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2014,2014,21.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2015,2015,21.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2016,2016,22.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2017,2017,18.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2005,2005,32,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2006,2006,30.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2007,2007,30.7,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2008,2008,24.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2009,2009,24.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2010,2010,26.7,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2011,2011,26.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2012,2012,24.5,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2013,2013,26,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2014,2014,26.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2015,2015,26.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2016,2016,25.7,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2017,2017,25.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2018,2018,25.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2005,2005,83.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2006,2006,84.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2007,2007,84.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2008,2008,85.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2009,2009,83.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2010,2010,83.4,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2011,2011,83.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2012,2012,83,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2013,2013,83.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2014,2014,83.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2015,2015,83,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2016,2016,82.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2017,2017,82.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2005,2005,4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2006,2006,3.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2007,2007,3.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2008,2008,3.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2009,2009,3.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2010,2010,4.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2011,2011,5.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2012,2012,3.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2013,2013,3.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2014,2014,4.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2015,2015,3.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2016,2016,4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2006,2006,52.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2009,2009,59.1,B; D,Break; Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2013,2013,64.5,B; D,Break; Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2015,2015,57.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2017,2017,59.7,D,Difference in methodology
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2005,2005,8.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2006,2006,6.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2007,2007,5.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2008,2008,5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2009,2009,5.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2010,2010,6.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2011,2011,7.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2012,2012,6.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2013,2013,7.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2014,2014,7.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2015,2015,7.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2016,2016,8.9,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2005,2005,81.9,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2006,2006,82,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2007,2007,83.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2008,2008,83,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2009,2009,82.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2010,2010,82.2,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2011,2011,82.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2012,2012,82.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2013,2013,80.9,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2014,2014,81.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2015,2015,81.7,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2016,2016,83.1,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2017,2017,83.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2005,2005,5.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2006,2006,6.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2007,2007,5.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2008,2008,6.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2009,2009,5.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2010,2010,5.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2011,2011,6.4,,
